Fiyat,Ürün Adı,Kullanım Amaç,İşletim Sistemi,Ekran Boyutu,Ekran Çözünürlüğü,Ekran Hızı,İşlemci Markası,İşlemci Serisi,RAM,SSD Var mı,SSD Kapasitesi,GPU Modeli,GPU Var mı,USB 3.0 Var mı,USB 3.0 Adet,USB-C Var mı,USB-C Adet,HDMI Var mı,Pil Gücü,Pil Hücre Sayısı
"57.651,00",Lenovo ThinkPad T14 G2 20W1S1HWTX079 Ultrabook,İş/Mobil,Windows 11 Pro,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,48 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,50.0 Wh,
"31.207,00",HP 250 G9 (6Q8M7ES48) Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i5,64 GB,Var,2 TB,Var,NVIDIA GeForce MX550,Var,2,Var,1,Var,41.0 Wh,3 Hücreli
"56.696,00",Lenovo ThinkPad T14 G2 20W1S1HWTX063 Ultrabook,İş/Mobil,Windows 11 Home,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,48 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,50.0 Wh,
"57.651,00",Lenovo ThinkPad T14 G2 20W1S1HWTX047 Ultrabook,İş/Mobil,Windows 10 Pro,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,48 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,50.0 Wh,
"30.455,00",HP 250 G9 (6Q8M7ES32) Notebook,İş/Mobil,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i5,64 GB,Var,2 TB,Var,NVIDIA GeForce MX550,Var,2,Var,1,Var,41.0 Wh,3 Hücreli
"56.696,00",Lenovo ThinkPad T14 G2 20W1S1HWTX031 Ultrabook,İş/Mobil,Windows 10 Home,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,48 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,50.0 Wh,
"42.188,00",HP ProBook 440 G9 (6S6W2EA27) Ultrabook,İş/Mobil,Windows 11 Pro,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce MX570,Var,3,Var,1,Var,51.0 Wh,3 Hücreli
"64.999,00",MSI Katana GF76 12UD-245TR Notebook,Oyun,Windows 11 Home,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti 60W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"37.055,00",Acer Nitro 5 AN515-57-72C8 Notebook (NH.QFGEY.003),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070 100W,Var,3,Var,1,Var,,4 Hücreli
"45.001,27","Lenovo Legion 5 (15.6"") 82JH002JTX10 Notebook",Oyun,Windows 10 Pro,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 130W,Var,4,Var,2,Var,60.0 Wh,
"72.029,08",Lenovo ThinkPad T15p G2 21A70007TX024 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"29.499,00",Asus TUF Gaming A15 (2023) FA507NU-LP052 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"36.599,00",Casper Excalibur G770.1265-BQJ0A-B Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,1,Var,52.0 Wh,3 Hücreli
"74.677,63",Lenovo ThinkPad T15P G2 21A7000FTX031 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,500 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"71.640,79",Lenovo ThinkPad T15p G2 21A70007TX03 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"74.677,63",Lenovo ThinkPad T15p G2 21A7000FTX004 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,500 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"32.999,00",Casper Excalibur G870.1245-BVA0P-B Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,500 GB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,61.0 Wh,4 Hücreli
"148.590,71","Apple MacBook Pro 16.2"" M2 Max (12CPU/38GPU) Notebook (MNWE3TU/A)",İş/Mobil,macOS Ventura,16.2 İnç,3456 x 2234 Piksel,120 Hz,Apple,Apple M2 Max,32 GB,Var,1 TB,,,,,Var,3,Var,100 Wh,
"176.999,00","Apple MacBook Pro 16.2"" M2 Max (12CPU/38GPU) Notebook (MNWA3TU/A)",İş/Mobil,macOS Ventura,16.2 İnç,3456 x 2234 Piksel,120 Hz,Apple,Apple M2 Max,32 GB,Var,1 TB,,,,,Var,3,Var,100 Wh,
"125.799,00",Lenovo ThinkPad X1 Yoga (G6) 20XY0043TX 2'si 1 Arada,İş/Mobil,Windows 10 Pro,14 İnç,3840 x 2400 Piksel,,Intel,Intel Core i7,32 GB,Var,1 TB,,,Var,2,Var,2,Var,57.0 Wh,
"59.000,00",Lenovo ThinkPad P15 G2 20YQ001NTX Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA T1200,Var,2,Var,3,Var,94 Wh,
"103.633,29",Dell Precision 5570 XCTOP5770EMEA-VP 1A1 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1200 Piksel,60 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA RTX A2000,,,Var,3,,86.0 Wh,6 Hücreli
"47.499,00",Asus Vivobook Pro 14 OLED M3401QC-KM052W Ultrabook,Genel Kullanım,Windows 11 Home,14 İnç,2880 x 1800 Piksel,90 Hz,AMD,AMD Ryzen 5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 50W,Var,1,Var,1,Var,63.0 Wh,3 Hücreli
"39.999,00",Lenovo IdeaPad Gaming 3 82SA0064TX Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti 85W,Var,2,Var,1,Var,71.0 Wh,
"30.599,00",Casper Excalibur G870.1245-BVB0X-B Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,500 GB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,61.0 Wh,4 Hücreli
"115.999,00","Apple MacBook Pro 14.2"" M2 Max (12CPU/38GPU) Ultrabook (Z17HM2MW5321-TQ6)",İş/Mobil,macOS Ventura,14.2 İnç,3024 x 1964 Piksel,120 Hz,Apple,Apple M2 Max,32 GB,Var,1 TB,,,,,Var,3,Var,70.0 Wh,
"105.999,00","Apple MacBook Pro 14.2"" M2 Max (12CPU/30GPU) Ultrabook (MPHK3TU/A)",İş/Mobil,macOS Ventura,14.2 İnç,3024 x 1964 Piksel,120 Hz,Apple,Apple M2 Max,32 GB,Var,1 TB,,,,,Var,3,Var,70.0 Wh,
"110.011,99","Apple MacBook Pro 14.2"" M2 Max (12CPU/30GPU) Ultrabook (MPHG3TU/A)",İş/Mobil,macOS Ventura,14.2 İnç,3024 x 1964 Piksel,120 Hz,Apple,Apple M2 Max,32 GB,Var,1 TB,,,,,Var,3,Var,70.0 Wh,
"34.273,01",HP Victus Gaming 16-s0067nt (8V8A1EA) (32GB/512SSD/W11P) Notebook,Oyun,Windows 11 Pro,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"38.899,00",Monster Abra A7 V14.6.6 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,8 GB,Var,500 GB,Var,NVIDIA GeForce RTX 4050 140W,Var,3,Var,1,Var,62.32 Wh,4 Hücreli
"73.582,27",Lenovo ThinkPad T15p G2 21A70007TX035 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,16 GB,Var,2 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"33.559,09",HP Victus Gaming 16-s0067nt (8V8A1EA) (32GB/512SSD/W11H) Notebook,Oyun,Windows 11 Home,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"34.150,00",MSI Thin GF63 12VE-083XTR Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 45W,Var,3,Var,1,Var,51.0 Wh,3 Hücreli
"61.200,00",MSI Katana 17 B12VEK-607XTR Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050 105W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"44.540,00",Lenovo ThinkPad T15 G2 20W4S0B3TX044 Notebook,İş/Mobil,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,57.0 Wh,
"73.193,97",Lenovo ThinkPad T15p G2 21A70007TX014 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,16 GB,Var,2 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"27.609,00",Acer Nitro 5 AN515-58-55QR Notebook (NH.QLZEY.003),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050 140W,Var,3,Var,1,Var,57.5 Wh,4 Hücreli
"26.499,00",HP Victus Gaming 16-s0067nt (8V8A1EA) Notebook,Oyun,FreeDOS 3.0,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"41.453,00",Acer Nitro 5 AN515-57 Notebook (NH.QFGEY.019),Oyun,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"40.325,00",Acer Nitro 5 AN515-57 Notebook (NH.QFGEY.010),Oyun,Windows 10 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"35.499,00",Monster Abra A5 V20.3.6 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,8 GB,Var,500 GB,Var,NVIDIA GeForce RTX 4050 140W,Var,2,Var,1,Var,62.32 Wh,4 Hücreli
"25.999,00",HP Victus 16-e1014nt (79Y91EA) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"45.540,00",Acer Nitro 5 AN517-42-R8TD Notebook (NH.QGLEY.002),Oyun,EShell,17.3 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070 Ti 140W,Var,3,Var,1,Var,90.0 Wh,4 Hücreli
"39.658,47",Lenovo IdeaPad Gaming 3 82K200JUTX02 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,165 Hz,AMD,AMD Ryzen 7,16 GB,Var,1.5 TB,Var,NVIDIA GeForce RTX 3060 90W,Var,2,Var,1,Var,60.0 Wh,
"35.605,79",HP Victus Gaming 16-s0067nt (8V8A1EA) (16GB/2TBSSD/W11H) Notebook,Oyun,Windows 11 Home,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,16 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"69.699,30",Lenovo ThinkPad T15p G2 21A70007TX Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"67.258,69",HP ZBook Studio G8 (314F7EA) Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA T1200,Var,1,Var,2,Var,83.0 Wh,6 Hücreli
"41.229,00",HP ProBook 440 G9 (6S6W2EA26) Ultrabook,İş/Mobil,Windows 11 Pro,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,256 GB,Var,NVIDIA GeForce MX570,Var,3,Var,1,Var,51.0 Wh,3 Hücreli
"48.999,00",Lenovo ThinkPad P14s G2 20VX003VTX018 Ultrabook,İş/Mobil,Windows 11 Home,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA T500,Var,2,Var,2,Var,50.0 Wh,
"45.281,19",Asus TUF Gaming A15 (2022) FA507RM-HN095 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 140W,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"32.477,00",HP Victus Gaming 15-fa1058nt (8W8A2EA) Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,1,Var,70.0 Wh,4 Hücreli
"59.999,00",Asus ROG Zephyrus G14 GA401IV-HA127T Notebook,Oyun,Windows 10 Home,14 İnç,2560 x 1440 Piksel,60 Hz,AMD,AMD Ryzen 9,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 2060,Var,2,Var,2,Var,76 Wh,4 Hücreli
"27.999,00",HP Victus Gaming 15-fa1037nt (7P8K8EA) Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,1,Var,70.0 Wh,4 Hücreli
"89.857,34",Lenovo ThinkPad P17 G2 20YU0023TX049 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,20 GB,Var,1 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"38.999,00",Huawei MateBook 14S (i7/16GB/1TB/Yeşil) Ultrabook,İş/Mobil,Windows 11 Home,14.2 İnç,2520 x 1680 Piksel,90 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,,,Var,1,Var,2,Var,60.0 Wh,
"45.777,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.F001),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"89.857,34",Lenovo ThinkPad P17 G2 20YU0023TX018 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,20 GB,Var,1 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"45.927,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.F001),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"40.588,93",Lenovo IdeaPad Gaming 3 81Y400D1TX17 Notebook,Oyun,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,120 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce GTX 1650 Ti,Var,2,Var,1,Var,45.0 Wh,
"26.988,26",Monster Abra A5 V17.3.6 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050 Ti 75W,Var,2,Var,1,Var,41.0 Wh,4 Hücreli
"46.427,47",Lenovo ThinkPad T15 G2 20W4008KTX08 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,57.0 Wh,
"34.999,00",Acer Nitro 5 AN515-58-7687 Notebook (NH.QM0EY.007),Oyun,EShell,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,57.5 Wh,4 Hücreli
"72.029,08",Lenovo ThinkPad T15p G2 21A70007TX030 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,1 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"54.228,08",Lenovo ThinkPad T14s G2 20WM0AEHTX014 Ultrabook,İş/Mobil,FreeDOS,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,48 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,57.0 Wh,
"29.863,97",Lenovo ThinkBook 15 G4 21DJ00G9TX08 Notebook,Genel Kullanım,FreeDOS,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,40 GB,Var,1.5 TB,Var,NVIDIA GeForce MX550,Var,2,Var,2,Var,45.0 Wh,
"29.999,00",Lenovo LOQ 82XV00HKTX Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050 95W,Var,3,Var,1,Var,60.0 Wh,
"71.640,79",Lenovo ThinkPad T15p G2 21A70007TX009 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,1 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"42.399,00",Monster Abra A7 V14.6.7 Notebook,Oyun,Windows 11 Home,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,8 GB,Var,500 GB,Var,NVIDIA GeForce RTX 4050 140W,Var,3,Var,1,Var,62.32 Wh,4 Hücreli
"30.999,00",HP Victus Gaming 15-fb0004nt (71T71EA) Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti,Var,2,Var,1,Var,70.0 Wh,4 Hücreli
"79.750,00",Dell Precision 7560 XCTOP7560EMEA-1 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,60 Hz,Intel,Intel Core i7,16 GB,Var,256 GB,Var,NVIDIA RTX A2000,Var,2,Var,2,Var,95.0 Wh,
"25.620,84",Lenovo ThinkBook 15 G4 21DJ00GATX08 Notebook,Genel Kullanım,FreeDOS,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i5,40 GB,Var,1.5 TB,Var,NVIDIA GeForce MX550,Var,2,Var,2,Var,45.0 Wh,
"52.405,00",Lenovo ThinkPad T14 G2 20W1S1HWTX015 Ultrabook,İş/Mobil,FreeDOS,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,48 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,50.0 Wh,
"89.325,43",Lenovo ThinkPad P17 G2 20YU0023TX042 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,512 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"29.609,00",HP 250 G9 6Q8M6ES16 Notebook,İş/Mobil,FreeDOS,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i5,64 GB,Var,2 TB,Var,NVIDIA GeForce MX550,Var,2,Var,1,Var,41.0 Wh,3 Hücreli
"54.190,55",Dell Precision 3570 XCTOP3570EMEA-VP08 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,1.5 TB,Var,NVIDIA T550,Var,2,Var,2,Var,58.0 Wh,4 Hücreli
"89.344,32",Lenovo ThinkPad P17 G2 20YU0023TX011 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,512 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"89.325,43",Lenovo ThinkPad P17 G2 20YU0023TX034 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,500 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"34.299,00",Monster Abra A7 V13.3.1 Notebook,Oyun,Windows 10 Home,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti,Var,2,Var,1,Var,41.0 Wh,4 Hücreli
"31.299,00",Casper Excalibur G870.1265-BVA0X-B Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,500 GB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,61.0 Wh,4 Hücreli
"63.499,00",MSI Katana GF76 12UD-255XTR Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti 60W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"41.229,00",HP ProBook 440 G9 (6S6W2EA12) Ultrabook,İş/Mobil,FreeDOS,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce MX570,Var,3,Var,1,Var,51.0 Wh,3 Hücreli
"91.063,10",Dell Precision 7670 XCTOP7670EMEA-VP-1A1 Notebook,İş/Mobil,Windows 10 Pro,16 İnç,1920 x 1200 Piksel,,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,83.0 Wh,6 Hücreli
"89.325,43",Lenovo ThinkPad P17 G2 20YU0023TX003 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,500 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"37.986,00",Acer Nitro 5 AN515-57-78WB Notebook (NH.QFGEY.001),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070 100W,Var,3,Var,1,Var,,4 Hücreli
"42.499,00",MSI Katana GF76 11UC-058XTR Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050 60W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"30.173,00",HP 245 G9 (6Q8M4ESWP16) Ultrabook,İş/Mobil,Windows 11 Pro,14 İnç,1920 x 1080 Piksel,,AMD,AMD Ryzen 7,64 GB,Var,2 TB,,,Var,2,Var,1,Var,41.0 Wh,3 Hücreli
"41.887,04",Acer Nitro AN515-58-796H Notebook (NH.QGAEY.001),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070 150W,Var,3,Var,1,Var,59.0 Wh,4 Hücreli
"32.999,00",Acer Nitro 5 AN515-45-R8LC Notebook (NH.QBSEY.003),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3080 100W,Var,3,Var,1,Var,59.0 Wh,
"29.327,00",HP 245 G9 (6Q8M4ESWH16) Ultrabook,İş/Mobil,Windows 11 Home,14 İnç,1920 x 1080 Piksel,,AMD,AMD Ryzen 7,64 GB,Var,2 TB,,,Var,2,Var,1,Var,41.0 Wh,3 Hücreli
"36.095,00",Lenovo ThinkBook 15 G4 21DJ00G9TX26 Notebook,Genel Kullanım,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,40 GB,Var,1 TB,Var,NVIDIA GeForce MX550,Var,2,Var,2,Var,45.0 Wh,
"31.599,00",Monster Abra A5 V17.3.7 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,500 GB,Var,NVIDIA GeForce RTX 3050 Ti 75W,Var,2,Var,1,Var,41.0 Wh,4 Hücreli
"30.699,00",Monster Abra A5 V17.3.1 Notebook,Oyun,Windows 10 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti 75W,Var,2,Var,1,Var,41.0 Wh,4 Hücreli
"35.155,00",Lenovo ThinkBook 15 G4 21DJ00G9TX17 Notebook,Genel Kullanım,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,40 GB,Var,1 TB,Var,NVIDIA GeForce MX550,Var,2,Var,2,Var,45.0 Wh,
