Fiyat,Ürün Adı,Kullanım Amaç,İşletim Sistemi,Ekran Boyutu,Ekran Çözünürlüğü,Ekran Hızı,İşlemci Markası,İşlemci Serisi,RAM,SSD Var mı,SSD Kapasitesi,GPU Modeli,GPU Var mı,USB 3.0 Var mı,USB 3.0 Adet,USB-C Var mı,USB-C Adet,HDMI Var mı,Pil Gücü,Pil Hücre Sayısı
"83.749,00",HP OMEN Transcend 16-u0002nt (81W24EA) Notebook,Oyun,Windows 11 Home,16 İnç,2560 x 1600 Piksel,240 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070,Var,2,Var,2,Var,97.0 Wh,6 Hücreli
"139.999,00",Casper Excalibur G911.1290-EX80X-C Notebook,Oyun,FreeDOS,16 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i9,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3080 Ti,Var,3,Var,1,Var,64 Wh,4 Hücreli
"80.799,00",HP OMEN Transcend 16-u0003nt (7Z8M2EA) Notebook,Oyun,Windows 11 Home,16 İnç,2560 x 1600 Piksel,240 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070,Var,2,Var,2,Var,97.0 Wh,6 Hücreli
"187.602,00",Dell Precision 7780 XCTOP7780EMEA_VP2 Notebook,Genel Kullanım,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,60 Hz,Intel,Intel Core i9,32 GB,Var,512 GB,Var,NVIDIA RTX 5000 Ada Generation 175W,Var,2,Var,3,Var,93.0 Wh,6 Hücreli
"165.399,00",MSI Stealth GS66 12UHS-049TR Notebook,Oyun,Windows 11 Home,15.6 İnç,2560 x 1440 Piksel,240 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3080 Ti,Var,2,Var,3,Var,99.9 Wh,4 Hücreli
"89.999,00",HP OMEN 17-ck2006nt (7P653EA) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4080,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"139.999,01",Asus ZenBook Pro 14 Duo OLED UX8402VV-P1018W Notebook,Genel Kullanım,Windows 11 Home,14.5 İnç,2880 x 1800 Piksel,120 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,1,Var,2,Var,76.0 Wh,4 Hücreli
"186.317,22",Lenovo ThinkPad P16 21D6003NTX05 Notebook,İş/Mobil,Windows 10 Pro,16 İnç,3840 x 2400 Piksel,,Intel,Intel Core i9,64 GB,Var,1.5 TB,Var,NVIDIA RTX A4500,Var,2,Var,3,Var,94.0 Wh,
"100.918,80",MSI GE76 Raider 12UHS-022TR Notebook,Oyun,Windows 11 Home,17.3 İnç,1920 x 1080 Piksel,360 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3080 Ti,Var,3,Var,2,Var,99 Wh,4 Hücreli
"84.680,00",Dell Alienware M18 AWM18-A145BLK-PUS Notebook,Oyun,Windows 11 Pro,18 İnç,1920 x 1200 Piksel,480 Hz,AMD,AMD Ryzen 9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070,Var,3,Var,3,Var,97.0 Wh,6 Hücreli
"88.547,00",Asus ROG Strix G18 G814JI-NW610713 Notebook,Oyun,Windows 11 Pro,18 İnç,2560 x 1600 Piksel,240 Hz,Intel,Intel Core i9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070 140W,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"84.111,00",Asus ROG Strix G18 G814JI-N6062W Notebook,Oyun,Windows 11 Home,18 İnç,2560 x 1600 Piksel,240 Hz,Intel,Intel Core i9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070 140W,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"75.368,00",HP OMEN 17-cm2005nt (7P6D4EAP12) Notebook,Oyun,Windows 11 Pro,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,4 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"73.451,00",HP OMEN 17-cm2005nt (7P6D4EAH12) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,4 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"66.588,00",Asus ROG Strix G16 G614JV-N4120W Notebook,Oyun,Windows 11 Home,16 İnç,2560 x 1600 Piksel,240 Hz,Intel,Intel Core i9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"85.899,00",HP OMEN 17-ck2007nt (7P6M1EA) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4080,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"67.472,05",Monster Semruk S7 V9.1.1 Notebook,Oyun,Windows 11 Home,17 İnç,2560 x 1600 Piksel,240 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,2,Var,3,Var,99.0 Wh,4 Hücreli
"73.281,00",HP OMEN 17-cm2005nt (7P6D4EAP11) Notebook,Oyun,Windows 11 Pro,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,3 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"71.420,00",HP OMEN 17-cm2005nt (7P6D4EAH11) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,3 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"71.185,00",HP OMEN 17-cm2005nt (7P6D4EAP10) Notebook,Oyun,Windows 11 Pro,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"71.299,00",MSI Summit E16 Flip A13VFT-055TR 2'si 1 Arada,İş/Mobil,Windows 11 Pro,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,1,Var,2,Var,82.0 Wh,4 Hücreli
"69.380,00",HP OMEN 17-cm2005nt (7P6D4EAH10) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"149.299,00",Dell Precision 7780 XCTOP7780EMEA_VP3 Notebook,Genel Kullanım,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,60 Hz,Intel,Intel Core i9,32 GB,Var,512 GB,Var,NVIDIA RTX 4000 Ada Generation,Var,2,Var,3,Var,93.0 Wh,6 Hücreli
"66.849,05",Acer Predator Helios 16 PH16-71-909W Notebook (NH.QJREY.001),Oyun,EShell,16 İnç,2560 x 1600 Piksel,240 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070 140W,Var,3,Var,2,Var,90.0 Wh,4 Hücreli
"185.292,94",Lenovo ThinkPad P16 21D6003NTX04 Notebook,İş/Mobil,Windows 10 Pro,16 İnç,3840 x 2400 Piksel,,Intel,Intel Core i9,64 GB,Var,1 TB,Var,NVIDIA RTX A4500,Var,2,Var,3,Var,94.0 Wh,
"182.685,83",Lenovo ThinkPad P16 21D6003NTX02 Notebook,İş/Mobil,Windows 10 Pro,16 İnç,3840 x 2400 Piksel,,Intel,Intel Core i9,32 GB,Var,2 TB,Var,NVIDIA RTX A4500,Var,2,Var,3,Var,94.0 Wh,
"109.999,00",HP OMEN 17-ck1000nt (6H6Q3EA) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3080 Ti,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"72.229,00",Asus ROG Strix G18 G814JI-N6108 Notebook,Oyun,FreeDOS,18 İnç,2560 x 1600 Piksel,240 Hz,Intel,Intel Core i9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070 140W,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"63.499,00",Casper Excalibur G911.1390-DF70X-C Notebook,Oyun,FreeDOS,16 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070,Var,3,Var,1,Var,64 Wh,4 Hücreli
"71.542,00",HP OMEN 17-cm2005nt (7P6D4EAF12) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,4 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"88.999,00",Lenovo Legion 5 Pro 82WK0023TX Notebook,Oyun,Windows 11 Home,16 İnç,2560 x 1600 Piksel,240 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070 140W,Var,4,Var,2,Var,80.0 Wh,
"69.550,00",HP OMEN 17-cm2005nt (7P6D4EAF11) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,3 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"103.719,00",HP OMEN 17-ck2008nt (7P654EA) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,240 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4080,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"65.999,00",Asus ROG Strix G17 G713PI-LL047W Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,240 Hz,AMD,AMD Ryzen 9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070 140W,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"82.000,00",HP OMEN 17-ck2009nt (7P6M2EA) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4080,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"103.540,16",Lenovo ThinkPad P17 G2 20YU0022TX06 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,128 GB,Var,2 TB,Var,NVIDIA RTX A3000,Var,2,Var,3,Var,94 Wh,
"67.566,00",HP Omen 17-cm2005nt (7P6D4EAF10) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"184.920,53",Lenovo ThinkPad P16 21D6003NTX03 Notebook,İş/Mobil,Windows 10 Pro,16 İnç,3840 x 2400 Piksel,,Intel,Intel Core i9,64 GB,Var,512 GB,Var,NVIDIA RTX A4500,Var,2,Var,3,Var,94.0 Wh,
"109.299,49",Lenovo Legion 5 82RB00DBTX18 Notebook,Oyun,Windows 11 Pro,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,4 TB,Var,NVIDIA GeForce RTX 3070 Ti 140W,Var,3,Var,3,Var,80.0 Wh,
"103.729,48",Lenovo Legion 5 82RB00DBTX12 Notebook,Oyun,Windows 11 Home,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,4 TB,Var,NVIDIA GeForce RTX 3070 Ti 140W,Var,3,Var,3,Var,80.0 Wh,
"181.940,89",Lenovo ThinkPad P16 21D6003NTX01 Notebook,İş/Mobil,Windows 10 Pro,16 İnç,3840 x 2400 Piksel,,Intel,Intel Core i9,32 GB,Var,1.5 TB,Var,NVIDIA RTX A4500,Var,2,Var,3,Var,94.0 Wh,
"45.999,00",Casper Excalibur G870.1265-EXB0R-B Notebook,Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,61.0 Wh,4 Hücreli
"87.299,04",HP OMEN 17-ck1002nt (66H6R9EA) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3080 Ti,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"80.799,00",HP OMEN 17-ck2011nt (7P655EA) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4080,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"59.494,00",Asus ROG Strix G17 G713PV-LL092 Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,240 Hz,AMD,AMD Ryzen 9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"99.077,11",Lenovo ThinkPad P17 G2 20YU0023TX063 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,128 GB,Var,2 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"189.999,00",Asus ZenBook Pro Duo 15 OLED UX582ZM-H2022X Notebook,Genel Kullanım,Windows 11 Pro,15.6 İnç,3840 x 2160 Piksel,,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3060,Var,1,Var,2,Var,92.0 Wh,8 Hücreli
"97.539,48",Lenovo Legion 5 82RB00DBTX17 Notebook,Oyun,Windows 11 Pro,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070 Ti 140W,Var,3,Var,3,Var,80.0 Wh,
"98.722,50",Lenovo ThinkPad P17 G2 20YU0023TX031 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,128 GB,Var,2 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"169.749,03",Asus ZenBook Pro Duo 15 OLED UX582ZM-H2036W Notebook,Genel Kullanım,Windows 11 Home,15.6 İnç,3840 x 2160 Piksel,,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3060,Var,1,Var,2,Var,92.0 Wh,8 Hücreli
"95.059,48",Lenovo Legion 5 82RB00DBTX11 Notebook,Oyun,Windows 11 Home,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070 Ti 140W,Var,3,Var,3,Var,80.0 Wh,
"50.759,00",Acer Nitro 5 AN515-58-79XA Notebook (NH.QM0EY.00127),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,,4 Hücreli
"71.392,00",HP OMEN 17-cm2005nt (7P6D4EAP08) Notebook,Oyun,Windows 11 Pro,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,4 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"69.578,00",HP OMEN 17-cm2005nt (7P6D4EAH08) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,4 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"97.999,00",Acer Predator Helios 18 PH18-71-91SC Notebook (NH.QKREY.001),Oyun,Windows 11 Home,18 İnç,2560 x 1600 Piksel,240 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4080,Var,3,Var,2,Var,90.0 Wh,4 Hücreli
"126.099,03",Dell Precision 7770 XCTOP7770EMEA_VP-3 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,3840 x 2160 Piksel,120 Hz,Intel,Intel Core i9,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3080 Ti,Var,2,Var,3,Var,93.0 Wh,6 Hücreli
"48.899,00",Casper Excalibur G911.1370-DFB0X-C Notebook,Oyun,FreeDOS,16 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,64 Wh,4 Hücreli
"69.098,00",HP OMEN 17-cm2005nt (7P6D4EAP09) Notebook,Oyun,Windows 11 Pro,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"69.699,00",MSI Vector GP68HX 13VH-208TR Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4080 175W,Var,2,Var,3,Var,90.0 Wh,4 Hücreli
"67.548,00",MSI Summit E16 Flip A13VFT-057TR 2'si 1 Arada,İş/Mobil,Windows 11 Pro,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,1,Var,2,Var,82.0 Wh,4 Hücreli
"67.341,00",HP OMEN 17-cm2005nt (7P6D4EAH09) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"69.305,00",HP OMEN 17-cm2005nt (7P6D4EAP07) Notebook,Oyun,Windows 11 Pro,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,3 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"67.209,00",HP OMEN 17-ck2001nt (7P6D4EAP06) Notebook,Oyun,Windows 11 Pro,17.3 İnç,2560 x 1440 Piksel,240 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"92.999,00",Asus ProArt Studiobook Pro 16 OLED W7600Z3A-L2070 Notebook,Genel Kullanım,FreeDOS,16 İnç,3840 x 2400 Piksel,,Intel,Intel Core i9,32 GB,Var,2 TB,Var,NVIDIA RTX A3000,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"91.089,48",Lenovo Legion 5 82RB00DBTX07 Notebook,Oyun,Windows 11 Pro,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti 140W,Var,3,Var,3,Var,80.0 Wh,
"142.312,50",Dell XPS 15 9520 XPS159520ADLP1600 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,3456 x 2160 Piksel,60 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050 Ti 40W,,,Var,3,,86.0 Wh,6 Hücreli
"154.399,00",MSI WS76 11UM-615TR Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA RTX A5000,Var,2,Var,2,Var,99.9 Wh,4 Hücreli
"100.977,91",MSI Stealth GS66 12UGS-016TR Notebook,Oyun,Windows 11 Home,15.6 İnç,2560 x 1440 Piksel,240 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,2,Var,3,Var,99.9 Wh,4 Hücreli
"147.529,88",Dell Precision 7770 XCTOP7770EMEA-VP2 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,60 Hz,Intel,Intel Core i9,32 GB,Var,512 GB,Var,NVIDIA RTX A4500,Var,2,Var,3,Var,93.0 Wh,6 Hücreli
"73.779,00",MSI Katana 17 B13VGK-489TR Notebook,Oyun,Windows 11 Home,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070 105W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"95.038,02",MSI GE76 Raider 12UGS-025TR Notebook,Oyun,Windows 11 Home,17.3 İnç,1920 x 1080 Piksel,360 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,2,Var,99 Wh,4 Hücreli
"60.441,00",Asus ROG Strix G16 BMG614J-U319427 Notebook,Oyun,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"58.843,00",Asus ROG Strix G16 BMG614J-U319418 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"61.239,00",MSI Katana 17 B13VFK-1018TR Notebook,Oyun,Windows 11 Home,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 105W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"101.029,48",Lenovo Legion 5 82RB00DBTX06 Notebook,Oyun,FreeDOS,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070 Ti 140W,Var,3,Var,3,Var,80.0 Wh,
"48.500,00",Monster Abra A7 V14.6.8 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 140W,Var,3,Var,1,Var,62.32 Wh,4 Hücreli
"64.929,06",MSI Vector GP77 13VG-023TR Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,240 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070 140W,Var,3,Var,1,Var,65 Wh,4 Hücreli
"98.999,00",Asus ROG Strix Scar 17 G733QS-K4200 Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,AMD,AMD Ryzen 9,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3080 130W,Var,3,Var,1,Var,90 Wh,4 Hücreli
"67.764,00",HP OMEN 17-ck2001nt (7P6D4EAF08) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,240 Hz,Intel,Intel Core i7,32 GB,Var,4 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"71.999,00",Acer Predator Helios 16 PH16-71-93LT Notebook (NH.QJREY.004),Oyun,Windows 11 Home,16 İnç,2560 x 1600 Piksel,240 Hz,Intel,Intel Core i9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070 140W,Var,3,Var,2,Var,90.0 Wh,4 Hücreli
"101.677,93",Lenovo ThinkPad P17 G2 20YU0022TX05 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,128 GB,Var,1 TB,Var,NVIDIA RTX A3000,Var,2,Var,3,Var,94 Wh,
"65.583,00",HP OMEN 17-cm2005nt (7P6D4EAF09) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"65.780,00",HP OMEN 17-cm2005nt (7P6D4EAF07) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,3 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"85.318,00",Asus ROG Strix G16 G614JZ-N3006W Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4080 175W,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"72.295,00",Asus ROG Flow Z13 GZ301VU-MU008W 2'si 1 Arada,Oyun,Windows 11 Home,13.4 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 65W,Var,1,Var,1,,56.0 Wh,4 Hücreli
"72.987,88",Lenovo Legion 5 82RB00DBTX Notebook,Oyun,FreeDOS,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti 140W,Var,3,Var,3,Var,80.0 Wh,
"45.776,91",Game Garaj Slayer2 D5 7XL-3060 C4 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3060 140W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"63.797,00",HP OMEN 17-cm2005nt (7P6D4EAF06) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"140.500,00",Lenovo ThinkPad P17 G2 20YU004VTX05 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,3840 x 2160 Piksel,,Intel,Intel Core i9,32 GB,Var,2 TB,Var,NVIDIA RTX A4000,Var,2,Var,3,Var,94 Wh,
"92.999,00",Asus ROG Strix Scar 17 G733ZS-KH007 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,360 Hz,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3080 150W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"78.499,00",HP OMEN Gaming 16-wf0003nt (81T42EA) Notebook,Oyun,Windows 11 Home,16.1 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4080,Var,2,Var,2,Var,83.0 Wh,6 Hücreli
"51.999,00",Lenovo Legion 5 Pro (16IAH7H) 82RF00SVTX Notebook,Oyun,Windows 11 Home,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3060 140W,Var,3,Var,3,Var,80 Wh,
